0:26:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7877N, 111.9941, W, Speed (knots): , 2.74, Angle: 326.22, Altitude: 1536.60, Satellites: 10
0:26:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7877N, 111.9941, W, Speed (knots): , 2.71, Angle: 309.61, Altitude: 1539.50, Satellites: 10
0:26:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9941, W, Speed (knots): , 2.74, Angle: 310.97, Altitude: 1541.20, Satellites: 10
0:26:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9942, W, Speed (knots): , 2.63, Angle: 320.24, Altitude: 1542.40, Satellites: 10
0:26:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9942, W, Speed (knots): , 2.69, Angle: 274.66, Altitude: 1543.50, Satellites: 10
0:26:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9942, W, Speed (knots): , 1.80, Angle: 262.45, Altitude: 1545.10, Satellites: 10
0:26:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9943, W, Speed (knots): , 1.55, Angle: 242.16, Altitude: 1548.10, Satellites: 10
0:26:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9943, W, Speed (knots): , 3.71, Angle: 301.32, Altitude: 1548.20, Satellites: 10
0:26:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9943, W, Speed (knots): , 3.19, Angle: 323.86, Altitude: 1548.20, Satellites: 10
0:26:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9944, W, Speed (knots): , 4.05, Angle: 295.95, Altitude: 1548.70, Satellites: 10
0:26:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9944, W, Speed (knots): , 1.47, Angle: 285.54, Altitude: 1549.30, Satellites: 10
0:26:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9944, W, Speed (knots): , 2.30, Angle: 25.22, Altitude: 1550.00, Satellites: 10
0:26:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9944, W, Speed (knots): , 0.45, Angle: 258.15, Altitude: 1550.90, Satellites: 10
0:26:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9944, W, Speed (knots): , 1.45, Angle: 246.46, Altitude: 1552.40, Satellites: 10
0:26:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9945, W, Speed (knots): , 4.57, Angle: 256.49, Altitude: 1554.30, Satellites: 10
0:26:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7878N, 111.9945, W, Speed (knots): , 2.07, Angle: 350.22, Altitude: 1557.90, Satellites: 11
0:26:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 1.78, Angle: 355.46, Altitude: 1561.70, Satellites: 11
0:26:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 2.16, Angle: 340.06, Altitude: 1563.20, Satellites: 11
0:26:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 3.50, Angle: 21.28, Altitude: 1563.20, Satellites: 11
0:26:46.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 0.85, Angle: 243.94, Altitude: 1564.10, Satellites: 11
0:26:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 0.99, Angle: 62.74, Altitude: 1565.80, Satellites: 11
0:26:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 1.56, Angle: 88.90, Altitude: 1567.70, Satellites: 11
0:26:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 0.42, Angle: 140.50, Altitude: 1569.70, Satellites: 11
0:26:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7879N, 111.9945, W, Speed (knots): , 4.08, Angle: 21.56, Altitude: 1569.70, Satellites: 11
0:26:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7880N, 111.9944, W, Speed (knots): , 5.48, Angle: 43.70, Altitude: 1570.10, Satellites: 11
0:27:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7880N, 111.9944, W, Speed (knots): , 4.47, Angle: 30.95, Altitude: 1569.70, Satellites: 11
0:27:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7881N, 111.9943, W, Speed (knots): , 4.22, Angle: 26.30, Altitude: 1567.60, Satellites: 11
0:27:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7881N, 111.9943, W, Speed (knots): , 2.59, Angle: 27.05, Altitude: 1566.10, Satellites: 11
0:27:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7881N, 111.9943, W, Speed (knots): , 1.35, Angle: 74.86, Altitude: 1565.30, Satellites: 11
0:27:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7881N, 111.9943, W, Speed (knots): , 0.72, Angle: 41.94, Altitude: 1564.00, Satellites: 11
0:27:11.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7881N, 111.9943, W, Speed (knots): , 2.35, Angle: 9.70, Altitude: 1563.60, Satellites: 11
0:27:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9942, W, Speed (knots): , 3.53, Angle: 19.59, Altitude: 1563.40, Satellites: 11
0:27:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9942, W, Speed (knots): , 3.95, Angle: 20.57, Altitude: 1561.80, Satellites: 11
0:27:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7882N, 111.9942, W, Speed (knots): , 3.19, Angle: 355.47, Altitude: 1558.40, Satellites: 11
0:27:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 3.93, Angle: 24.36, Altitude: 1555.90, Satellites: 11
0:27:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 1.29, Angle: 37.76, Altitude: 1553.80, Satellites: 11
0:27:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 0.66, Angle: 50.36, Altitude: 1552.80, Satellites: 11
0:27:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 1.06, Angle: 45.18, Altitude: 1552.30, Satellites: 11
0:27:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 3.33, Angle: 350.15, Altitude: 1551.30, Satellites: 11
0:27:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 3.08, Angle: 345.61, Altitude: 1550.70, Satellites: 11
0:27:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7883N, 111.9942, W, Speed (knots): , 2.97, Angle: 328.81, Altitude: 1550.40, Satellites: 10
0:27:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9943, W, Speed (knots): , 2.64, Angle: 327.82, Altitude: 1550.50, Satellites: 11
0:27:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9943, W, Speed (knots): , 2.15, Angle: 268.04, Altitude: 1551.60, Satellites: 11
0:27:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9943, W, Speed (knots): , 0.13, Angle: 49.23, Altitude: 1551.90, Satellites: 11
0:27:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9943, W, Speed (knots): , 2.86, Angle: 336.51, Altitude: 1551.90, Satellites: 11
0:27:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7884N, 111.9943, W, Speed (knots): , 2.46, Angle: 341.25, Altitude: 1551.70, Satellites: 11
0:27:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9943, W, Speed (knots): , 2.31, Angle: 335.51, Altitude: 1552.40, Satellites: 11
0:27:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9943, W, Speed (knots): , 0.88, Angle: 118.44, Altitude: 1554.30, Satellites: 11
0:27:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9943, W, Speed (knots): , 0.68, Angle: 119.91, Altitude: 1555.20, Satellites: 10
0:27:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9943, W, Speed (knots): , 2.07, Angle: 90.03, Altitude: 1555.50, Satellites: 10
0:27:57.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9943, W, Speed (knots): , 3.29, Angle: 47.25, Altitude: 1556.90, Satellites: 10
0:27:59.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9942, W, Speed (knots): , 3.69, Angle: 39.14, Altitude: 1557.90, Satellites: 10
0:28:1.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9942, W, Speed (knots): , 2.86, Angle: 357.12, Altitude: 1558.60, Satellites: 10
0:28:4.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 2.27, Angle: 341.82, Altitude: 1559.70, Satellites: 10
0:28:6.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.38, Angle: 108.25, Altitude: 1561.80, Satellites: 10
0:28:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 0.79, Angle: 221.28, Altitude: 1563.90, Satellites: 10
0:28:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9942, W, Speed (knots): , 0.86, Angle: 170.02, Altitude: 1565.40, Satellites: 10
0:28:13.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.40, Angle: 20.05, Altitude: 1567.20, Satellites: 10
0:28:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.30, Angle: 237.54, Altitude: 1568.70, Satellites: 10
0:28:18.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 2.57, Angle: 305.45, Altitude: 1571.60, Satellites: 9
0:28:20.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 4.47, Angle: 292.11, Altitude: 1573.30, Satellites: 10
0:28:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 2.93, Angle: 297.37, Altitude: 1576.30, Satellites: 10
0:28:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 3.72, Angle: 257.86, Altitude: 1578.20, Satellites: 10
0:28:27.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 3.77, Angle: 245.07, Altitude: 1581.40, Satellites: 10
0:28:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.47, Angle: 303.83, Altitude: 1584.80, Satellites: 10
0:28:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.99, Angle: 328.03, Altitude: 1588.10, Satellites: 10
0:28:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 2.09, Angle: 314.23, Altitude: 1589.60, Satellites: 10
0:28:36.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 2.13, Angle: 244.07, Altitude: 1591.50, Satellites: 10
0:28:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 3.18, Angle: 247.59, Altitude: 1594.20, Satellites: 10
0:28:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 1.12, Angle: 244.86, Altitude: 1595.50, Satellites: 9
0:28:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 0.83, Angle: 277.14, Altitude: 1596.20, Satellites: 9
0:28:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 3.19, Angle: 324.46, Altitude: 1595.70, Satellites: 10
0:28:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9946, W, Speed (knots): , 2.58, Angle: 337.75, Altitude: 1594.50, Satellites: 10
0:28:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 5.48, Angle: 248.66, Altitude: 1595.10, Satellites: 10
0:28:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9947, W, Speed (knots): , 4.43, Angle: 266.49, Altitude: 1596.60, Satellites: 10
0:28:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 3.28, Angle: 238.94, Altitude: 1598.90, Satellites: 10
0:28:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 3.80, Angle: 204.89, Altitude: 1601.80, Satellites: 10
0:28:59.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 2.11, Angle: 165.76, Altitude: 1605.00, Satellites: 10
0:29:1.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.18, Angle: 83.15, Altitude: 1606.70, Satellites: 10
0:29:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9948, W, Speed (knots): , 0.58, Angle: 251.93, Altitude: 1607.80, Satellites: 10
0:29:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9948, W, Speed (knots): , 1.10, Angle: 123.65, Altitude: 1608.60, Satellites: 10
0:29:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9948, W, Speed (knots): , 1.88, Angle: 148.02, Altitude: 1610.70, Satellites: 9
0:29:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9948, W, Speed (knots): , 1.22, Angle: 80.68, Altitude: 1612.50, Satellites: 10
0:29:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9948, W, Speed (knots): , 1.15, Angle: 79.73, Altitude: 1613.50, Satellites: 10
0:29:15.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9947, W, Speed (knots): , 4.43, Angle: 77.61, Altitude: 1615.20, Satellites: 9
0:29:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7885N, 111.9946, W, Speed (knots): , 4.98, Angle: 80.41, Altitude: 1616.20, Satellites: 10
0:29:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9946, W, Speed (knots): , 3.85, Angle: 77.82, Altitude: 1617.10, Satellites: 10
0:29:22.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 3.83, Angle: 72.45, Altitude: 1616.90, Satellites: 10
0:29:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 4.56, Angle: 73.77, Altitude: 1616.10, Satellites: 10
0:29:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 3.81, Angle: 68.64, Altitude: 1614.70, Satellites: 10
0:29:29.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 3.41, Angle: 62.14, Altitude: 1612.30, Satellites: 10
0:29:31.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 3.09, Angle: 66.48, Altitude: 1611.30, Satellites: 10
0:29:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 3.31, Angle: 69.89, Altitude: 1610.30, Satellites: 10
0:29:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.82, Angle: 89.08, Altitude: 1610.20, Satellites: 9
0:29:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 2.73, Angle: 71.16, Altitude: 1610.30, Satellites: 10
0:29:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 2.41, Angle: 76.13, Altitude: 1610.80, Satellites: 10
0:29:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 1.89, Angle: 85.16, Altitude: 1610.50, Satellites: 10
0:29:44.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 2.68, Angle: 81.62, Altitude: 1610.00, Satellites: 10
0:29:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 3.68, Angle: 82.91, Altitude: 1610.00, Satellites: 10
0:29:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.88, Angle: 83.14, Altitude: 1610.00, Satellites: 9
0:29:51.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 0.88, Angle: 120.74, Altitude: 1609.90, Satellites: 9
0:29:53.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 0.28, Angle: 289.12, Altitude: 1609.90, Satellites: 9
0:29:55.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9940, W, Speed (knots): , 1.30, Angle: 251.43, Altitude: 1610.20, Satellites: 10
0:29:58.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9940, W, Speed (knots): , 0.88, Angle: 214.56, Altitude: 1611.60, Satellites: 9
0:30:0.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9940, W, Speed (knots): , 0.26, Angle: 337.15, Altitude: 1612.10, Satellites: 10
0:30:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 1.24, Angle: 249.07, Altitude: 1613.10, Satellites: 10
0:30:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 1.14, Angle: 226.35, Altitude: 1614.50, Satellites: 10
0:30:7.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 0.72, Angle: 311.03, Altitude: 1615.40, Satellites: 9
0:30:9.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 0.51, Angle: 212.36, Altitude: 1615.90, Satellites: 10
0:30:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 0.92, Angle: 229.46, Altitude: 1617.20, Satellites: 10
0:30:14.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 2.10, Angle: 252.12, Altitude: 1617.80, Satellites: 10
0:30:16.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9941, W, Speed (knots): , 0.97, Angle: 267.67, Altitude: 1618.10, Satellites: 10
0:30:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 2.31, Angle: 268.12, Altitude: 1617.50, Satellites: 10
0:30:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.52, Angle: 278.38, Altitude: 1616.50, Satellites: 10
0:30:23.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9942, W, Speed (knots): , 1.80, Angle: 284.15, Altitude: 1615.20, Satellites: 10
0:30:25.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 2.24, Angle: 277.04, Altitude: 1613.50, Satellites: 9
0:30:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.63, Angle: 275.77, Altitude: 1611.90, Satellites: 9
0:30:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.85, Angle: 273.47, Altitude: 1611.10, Satellites: 9
0:30:32.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.34, Angle: 268.92, Altitude: 1610.20, Satellites: 9
0:30:34.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.83, Angle: 271.03, Altitude: 1609.80, Satellites: 10
0:30:36.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.35, Angle: 288.69, Altitude: 1609.50, Satellites: 9
0:30:39.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.39, Angle: 56.14, Altitude: 1609.20, Satellites: 9
0:30:41.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.76, Angle: 65.76, Altitude: 1608.90, Satellites: 10
0:30:43.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 0.72, Angle: 324.81, Altitude: 1608.60, Satellites: 9
0:30:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9943, W, Speed (knots): , 1.27, Angle: 279.90, Altitude: 1607.40, Satellites: 9
0:30:48.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 2.02, Angle: 272.98, Altitude: 1606.30, Satellites: 10
0:30:50.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 1.99, Angle: 275.82, Altitude: 1605.60, Satellites: 9
0:30:52.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9944, W, Speed (knots): , 2.33, Angle: 266.04, Altitude: 1604.60, Satellites: 10
0:30:54.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 3.31, Angle: 262.00, Altitude: 1603.90, Satellites: 10
0:30:56.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.54, Angle: 269.97, Altitude: 1603.00, Satellites: 10
0:30:59.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 1.07, Angle: 288.48, Altitude: 1601.00, Satellites: 9
0:31:1.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.96, Angle: 317.73, Altitude: 1599.20, Satellites: 10
0:31:3.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.66, Angle: 47.20, Altitude: 1597.90, Satellites: 10
0:31:5.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7886N, 111.9945, W, Speed (knots): , 0.48, Angle: 83.21, Altitude: 1598.40, Satellites: 10
0:31:8.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.23, Angle: 68.77, Altitude: 1599.00, Satellites: 10
0:31:10.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.66, Angle: 96.58, Altitude: 1598.40, Satellites: 9
0:31:12.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.28, Angle: 350.13, Altitude: 1597.00, Satellites: 10
0:31:14.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.00, Angle: 52.00, Altitude: 1596.10, Satellites: 10
0:31:17.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.64, Angle: 290.43, Altitude: 1594.80, Satellites: 9
0:31:19.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 0.47, Angle: 97.54, Altitude: 1594.80, Satellites: 8
0:31:21.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9945, W, Speed (knots): , 1.13, Angle: 82.91, Altitude: 1594.80, Satellites: 9
0:31:24.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 2.09, Angle: 80.13, Altitude: 1594.40, Satellites: 10
0:31:26.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 1.42, Angle: 66.31, Altitude: 1593.70, Satellites: 9
0:31:28.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9944, W, Speed (knots): , 2.26, Angle: 85.23, Altitude: 1593.40, Satellites: 10
0:31:30.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 2.14, Angle: 91.57, Altitude: 1593.50, Satellites: 10
0:31:33.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9943, W, Speed (knots): , 2.25, Angle: 87.77, Altitude: 1593.70, Satellites: 9
0:31:35.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 3.49, Angle: 91.72, Altitude: 1595.00, Satellites: 10
0:31:38.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9942, W, Speed (knots): , 3.31, Angle: 89.20, Altitude: 1596.00, Satellites: 10
0:31:40.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 2.95, Angle: 81.01, Altitude: 1596.80, Satellites: 10
0:31:42.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 4.03, Angle: 86.22, Altitude: 1598.80, Satellites: 10
0:31:45.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 0.34, Angle: 239.71, Altitude: 1600.10, Satellites: 10
0:31:47.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 1.52, Angle: 118.66, Altitude: 1601.90, Satellites: 10
0:31:49.0, Date: 3/4/24, Fix: 1,  quality: 2, Location: 43.7887N, 111.9941, W, Speed (knots): , 2.11, Angle: 79.05, Altitude: 1601.80, Satellites: 10
